Product_ID,Product_Name,Brand,Category,Sub_Category,Price,Original_Price,Discount_Percentage,Rating,Review_Count,Availability,Seller,Delivery_Days,Product_Popularity,Stock_Status
FLP1067,Realme Fitness Band Plus,Realme,Electronics,Smartwatches,63032.0,78790.0,20,3.2,810,In Stock,MegaMart,3,76.6,Available
FLP1068,Harper Collins Biography 46,Harper Collins,Books,Non-Fiction,147.0,490.0,70,4.3,38,Out of Stock,BrandHub,2,50.6,Sold Out
FLP1069,L'Oreal Body Mist,L'Oreal,Beauty,Fragrances,1488.5,2290.0,35,3.4,2167,In Stock,ShopKart,3,85.9,Available
FLP1070,Nike Scarf,Nike,Fashion,Accessories,3237.0,4980.0,35,3.5,739,In Stock,QuickMart,5,29.9,Available
FLP1071,Milton Vacuum Cleaner 19,Milton,Home & Kitchen,Cleaning,45266.0,69640.0,35,5.0,110,In Stock,PrimeSeller,2,90.8,Available
FLP1072,Maybelline Attar Pro,Maybelline,Beauty,Fragrances,2135.0,4270.0,50,4.3,5,In Stock,TechZone,5,49.9,Available
FLP1073,Realme Smartwatch Plus,Realme,Electronics,Smartwatches,59852.0,149630.0,60,5.0,844,Out of Stock,FlashSale,5,94.8,Sold Out
FLP1074,Haldiram's Biscuits,Haldiram's,Groceries,Snacks,960.0,1200.0,20,3.4,613,In Stock,ShopKart,3,81.5,Available
FLP1075,Fisher-Price Barbie Lite,Fisher-Price,Toys,Dolls,2244.0,4080.0,45,4.4,652,In Stock,MegaMart,2,82.4,Available
FLP1076,Oppo Mirrorless,Oppo,Electronics,Cameras,118568.0,148210.0,20,3.4,737,In Stock,BestDeals,5,48.9,Available
FLP1077,Van Heusen Slippers,Van Heusen,Fashion,Footwear,1860.0,4650.0,60,3.4,38,In Stock,SmartBuy,2,100.0,Available
FLP1078,Dove Deodorant Pro,Dove,Beauty,Fragrances,3315.0,3900.0,15,3.4,221,In Stock,DailyDeals,3,53.4,Available
FLP1079,Samsung Mirrorless 26,Samsung,Electronics,Cameras,35616.0,89040.0,60,4.9,61,In Stock,MegaMart,3,97.2,Available
FLP1080,Philips Cushion,Philips,Home & Kitchen,Decor,13604.5,20930.0,35,4.5,994,Limited Stock,BrandHub,5,61.6,Low Stock
FLP1081,Bloomsbury Workbook Max,Bloomsbury,Books,Educational,183.0,610.0,70,3.5,488,In Stock,PrimeSeller,3,74.6,Available
FLP1082,Sony Ultra Lite,Sony,Electronics,Laptops,5178.0,8630.0,40,3.4,200,In Stock,ValueStore,3,89.2,Available
FLP1083,Samsung Neo SE,Samsung,Electronics,Smartphones,31934.5,49130.0,35,4.3,32,In Stock,MegaMart,3,74.8,Available
FLP1084,FabIndia Saree,FabIndia,Fashion,Women's Clothing,6454.5,9930.0,35,2.7,186,In Stock,BrandHub,5,33.6,Available
FLP1085,Allen Solly Loafers,Allen Solly,Fashion,Footwear,6775.0,13550.0,50,3.5,196,In Stock,DailyDeals,2,80.6,Available
FLP1086,Lakme Toner,Lakme,Beauty,Skincare,3366.0,3960.0,15,5.0,653,In Stock,BrandHub,5,62.5,Available
FLP1087,Mattel Science Kit Pro,Mattel,Toys,Educational Toys,3492.5,6350.0,45,5.0,507,In Stock,BrandHub,2,65.7,Available
FLP1088,Oppo Edge Pro,Oppo,Electronics,Smartphones,101617.5,119550.0,15,3.8,1091,In Stock,TechZone,2,63.1,Available
FLP1089,Inalsa Frame 76,Inalsa,Home & Kitchen,Decor,31005.0,47700.0,35,2.2,319,In Stock,DailyDeals,5,63.8,Available
FLP1090,MDH Chips,MDH,Groceries,Snacks,896.0,1280.0,30,3.6,63,Limited Stock,TechZone,1,43.6,Low Stock
FLP1091,Motorola ANC Headphones,Motorola,Electronics,Headphones,63382.5,84510.0,25,3.2,624,In Stock,BrandHub,3,83.4,Available
FLP1092,Nivea Toothbrush Lite,Nivea,Beauty,Personal Care,1878.5,2210.0,15,2.8,715,In Stock,FlashSale,5,84.3,Available
FLP1093,W Lehenga Ultra,W,Fashion,Women's Clothing,1225.5,1290.0,5,4.2,411,Out of Stock,MegaMart,5,70.0,Sold Out
FLP1094,FabIndia Shirt 86,FabIndia,Fashion,Men's Clothing,2750.0,5500.0,50,4.6,736,Limited Stock,TechZone,1,57.4,Low Stock
FLP1095,L'Oreal Hair Oil 83,L'Oreal,Beauty,Haircare,2822.0,3320.0,15,4.3,340,In Stock,BrandHub,2,49.8,Available
FLP1096,Usha Vacuum Cleaner 44,Usha,Home & Kitchen,Cleaning,32496.0,54160.0,40,5.0,369,Out of Stock,SmartBuy,2,72.6,Sold Out
FLP1097,Puma T-Shirt 77,Puma,Fashion,Men's Clothing,7199.5,13090.0,45,3.8,278,Out of Stock,ValueStore,10,58.7,Sold Out
FLP1098,Milton Bed Pro,Milton,Home & Kitchen,Furniture,18960.0,25280.0,25,4.1,12,In Stock,TechZone,1,39.5,Available
FLP1099,W Wallet SE,W,Fashion,Accessories,6454.0,9220.0,30,3.7,57,In Stock,TopBrands,3,98.2,Available
FLP1100,Prestige Vase,Prestige,Home & Kitchen,Decor,9916.5,18030.0,45,4.3,15,Limited Stock,RetailWorld,5,69.6,Low Stock
FLP1101,Philips Bed Sheet,Philips,Home & Kitchen,Bedding,6462.0,10770.0,40,3.7,505,Out of Stock,ValueStore,5,42.4,Sold Out
FLP1102,Oppo Neo 31,Oppo,Electronics,Smartphones,48669.5,88490.0,45,3.1,188,In Stock,BrandHub,3,81.2,Available
FLP1103,Harper Collins Leadership 53,Harper Collins,Books,Self Help,674.5,710.0,5,3.9,355,In Stock,EliteSeller,3,91.6,Available
FLP1104,Apple Over-ear,Apple,Electronics,Headphones,69649.0,81940.0,15,4.4,1190,Out of Stock,FlashSale,5,54.7,Sold Out
FLP1105,OnePlus TWS Max,OnePlus,Electronics,Headphones,57615.0,115230.0,50,5.0,143,In Stock,SmartBuy,3,87.4,Available
FLP1106,Chhota Bheem Soft Toy 85,Chhota Bheem,Toys,Dolls,3470.0,6940.0,50,3.6,264,In Stock,MegaMart,3,84.7,Available
FLP1107,Sony Compact 86,Sony,Electronics,Cameras,7837.5,10450.0,25,4.0,704,Limited Stock,TopBrands,7,58.0,Low Stock
FLP1108,Neutrogena Face Wash 67,Neutrogena,Beauty,Skincare,2502.5,4550.0,45,3.5,129,In Stock,SuperStore,2,50.6,Available
FLP1109,OnePlus Watch Pro 46,OnePlus,Electronics,Smartwatches,4272.0,10680.0,60,3.2,40,In Stock,EliteSeller,2,73.2,Available
FLP1110,Nike Trolley,Nike,Fashion,Bags,5950.0,11900.0,50,3.6,171,In Stock,PrimeSeller,3,80.4,Available
FLP1111,OnePlus Smartwatch 49,OnePlus,Electronics,Smartwatches,110344.0,137930.0,20,5.0,87,In Stock,DailyDeals,3,58.8,Available
FLP1112,Reebok Shin Guards,Reebok,Sports,Football,1535.0,3070.0,50,3.3,1327,In Stock,BestDeals,2,73.8,Available
FLP1113,Britannia Juice Lite,Britannia,Groceries,Beverages,138.0,460.0,70,4.9,825,Out of Stock,QuickMart,7,85.4,Sold Out
FLP1114,L'Oreal Hair Mask SE,L'Oreal,Beauty,Haircare,396.0,990.0,60,4.1,501,In Stock,BestDeals,3,28.9,Available
FLP1115,Dabur Organic Spices Lite,Dabur,Groceries,Organic,342.0,1140.0,70,3.1,1025,In Stock,ShopKart,5,72.8,Available
FLP1116,Dabur Flour Pro,Dabur,Groceries,Staples,702.0,1170.0,40,2.1,813,Out of Stock,TopBrands,5,56.1,Sold Out
FLP1117,Hasbro Fashion Doll,Hasbro,Toys,Dolls,3450.0,5750.0,40,4.2,103,Out of Stock,SmartBuy,2,51.8,Sold Out
FLP1118,Oppo Action Cam 38,Oppo,Electronics,Cameras,97944.0,139920.0,30,4.7,1115,In Stock,SmartBuy,10,72.8,Available
FLP1119,Oppo Sport Band,Oppo,Electronics,Smartwatches,107775.0,119750.0,10,5.0,387,In Stock,SmartBuy,5,75.6,Available
FLP1120,Xiaomi Pad,Xiaomi,Electronics,Tablets,75642.0,126070.0,40,4.8,823,In Stock,BestDeals,5,54.9,Available
FLP1121,W Handbag,W,Fashion,Bags,793.0,1220.0,35,3.8,1132,In Stock,ShopKart,2,62.9,Available
FLP1122,FabIndia Tote,FabIndia,Fashion,Bags,1525.0,3050.0,50,5.0,191,In Stock,ValueStore,3,92.8,Available
FLP1123,Hot Wheels Chess 84,Hot Wheels,Toys,Board Games,6280.0,7850.0,20,3.9,58,In Stock,QuickMart,2,46.2,Available
FLP1124,Oppo Over-ear Pro,Oppo,Electronics,Headphones,110664.0,122960.0,10,4.4,129,Limited Stock,EliteSeller,3,38.4,Low Stock
FLP1125,Dabur Namkeen,Dabur,Groceries,Snacks,99.0,330.0,70,4.0,278,Limited Stock,EliteSeller,3,70.6,Low Stock
FLP1126,Biotique Eyeliner 66,Biotique,Beauty,Makeup,4320.0,4320.0,0,4.3,851,In Stock,QuickMart,3,51.6,Available
FLP1127,Milton Pillow 79,Milton,Home & Kitchen,Bedding,44388.0,73980.0,40,3.9,985,In Stock,TechZone,3,73.3,Available
FLP1128,Realme Watch Pro 88,Realme,Electronics,Smartwatches,27192.0,49440.0,45,3.8,5,In Stock,DailyDeals,3,53.2,Available
FLP1129,Britannia Biscuits 87,Britannia,Groceries,Snacks,714.0,1020.0,30,3.1,357,In Stock,RetailWorld,10,92.2,Available
FLP1130,Oppo Ultra,Oppo,Electronics,Laptops,31630.5,57510.0,45,4.3,270,In Stock,MegaMart,3,67.3,Available
FLP1131,H&M Sneakers Lite,H&M,Fashion,Footwear,3771.5,3970.0,5,4.3,125,In Stock,TopBrands,7,67.1,Available
FLP1132,Realme ANC Headphones 21,Realme,Electronics,Headphones,68659.5,105630.0,35,4.0,63,In Stock,DailyDeals,2,75.3,Available
FLP1133,Allen Solly Shirt,Allen Solly,Fashion,Men's Clothing,6616.0,8270.0,20,4.6,205,Limited Stock,BestDeals,3,39.6,Low Stock
FLP1134,Wilson Football 18,Wilson,Sports,Football,648.0,1080.0,40,3.2,1431,Limited Stock,SuperStore,2,55.2,Low Stock
FLP1135,Rupa Comic Book Ultra,Rupa,Books,Comics,649.0,1180.0,45,5.0,195,In Stock,ShopKart,3,89.0,Available
FLP1136,Vivo Pro 54,Vivo,Electronics,Laptops,77920.0,77920.0,0,4.3,365,In Stock,BrandHub,2,43.9,Available
FLP1137,LG Book SE,LG,Electronics,Laptops,22400.0,44800.0,50,3.6,607,In Stock,SuperStore,2,88.3,Available
FLP1138,Kissan Cheese Max,Kissan,Groceries,Dairy,90.0,90.0,0,5.0,225,Out of Stock,DailyDeals,2,88.8,Sold Out
FLP1139,LG Smartwatch,LG,Electronics,Smartwatches,37600.0,47000.0,20,2.6,1783,In Stock,TopBrands,2,68.9,Available
FLP1140,Levi's Sunglasses Lite,Levi's,Fashion,Accessories,4770.0,5300.0,10,3.5,1641,Out of Stock,MegaMart,7,94.4,Sold Out
FLP1141,Sony Gaming 41,Sony,Electronics,Laptops,14800.5,22770.0,35,3.9,145,In Stock,SmartBuy,3,74.0,Available
FLP1142,Nivea Lipstick 60,Nivea,Beauty,Makeup,2496.0,3840.0,35,4.7,343,Limited Stock,BestDeals,3,64.4,Low Stock
FLP1143,Samsung Tab,Samsung,Electronics,Tablets,8014.5,12330.0,35,2.8,178,In Stock,SmartBuy,2,42.9,Available
FLP1144,FabIndia Loafers Max,FabIndia,Fashion,Footwear,3976.0,5680.0,30,4.8,167,In Stock,FlashSale,2,73.1,Available
FLP1145,Speedo Helmet Ultra,Speedo,Sports,Cycling,3638.5,3830.0,5,2.9,18,In Stock,ValueStore,7,87.0,Available
FLP1146,Prestige Induction Cooktop 51,Prestige,Home & Kitchen,Kitchen Appliances,8542.5,11390.0,25,4.2,470,In Stock,QuickMart,7,42.2,Available
FLP1147,H&M Backpack Lite,H&M,Fashion,Bags,5418.0,9030.0,40,4.3,349,Out of Stock,TechZone,2,43.3,Sold Out
FLP1148,Dabur Organic Tea Plus,Dabur,Groceries,Organic,480.0,1200.0,60,4.6,26,In Stock,RetailWorld,2,44.7,Available
FLP1149,Mamaearth Hair Serum,Mamaearth,Beauty,Haircare,1749.0,3180.0,45,4.0,163,Out of Stock,RetailWorld,2,45.7,Sold Out
FLP1150,Philips Bed Sheet,Philips,Home & Kitchen,Bedding,28330.5,33330.0,15,2.9,1194,Limited Stock,MegaMart,7,83.4,Low Stock
FLP1151,Allen Solly Scarf SE,Allen Solly,Fashion,Accessories,5256.0,5840.0,10,3.1,136,In Stock,FlashSale,5,71.2,Available
FLP1152,Nivea Conditioner 98,Nivea,Beauty,Haircare,1176.0,1470.0,20,4.2,78,In Stock,PrimeSeller,2,100.0,Available
FLP1153,Morphy Richards Vacuum Cleaner 47,Morphy Richards,Home & Kitchen,Cleaning,12859.0,23380.0,45,3.6,336,Limited Stock,SuperStore,5,47.5,Low Stock
FLP1154,Realme Mirrorless Ultra,Realme,Electronics,Cameras,96356.0,113360.0,15,4.2,2122,Limited Stock,ShopKart,5,88.8,Low Stock
FLP1155,LG 5G,LG,Electronics,Smartphones,32062.0,37720.0,15,4.6,138,Out of Stock,ValueStore,2,71.7,Sold Out
FLP1156,Neutrogena Perfume,Neutrogena,Beauty,Fragrances,987.0,3290.0,70,4.5,557,In Stock,MegaMart,7,61.0,Available
FLP1157,Scholastic Thriller,Scholastic,Books,Fiction,612.0,680.0,10,4.1,716,Out of Stock,FlashSale,5,62.8,Sold Out
FLP1158,Milton Microwave,Milton,Home & Kitchen,Kitchen Appliances,11560.0,23120.0,50,3.1,135,Limited Stock,PrimeSeller,7,58.7,Low Stock
FLP1159,Realme Mirrorless 88,Realme,Electronics,Cameras,109200.0,109200.0,0,3.8,651,In Stock,BrandHub,5,29.7,Available
FLP1160,Adidas Boots 59,Adidas,Fashion,Footwear,5880.5,6190.0,5,4.1,229,In Stock,EliteSeller,2,75.1,Available
FLP1161,H&M Sneakers,H&M,Fashion,Footwear,4873.0,8860.0,45,4.9,500,In Stock,ValueStore,1,67.1,Available
FLP1162,Harper Collins Mindset 87,Harper Collins,Books,Self Help,792.0,990.0,20,3.6,501,Limited Stock,SuperStore,3,75.4,Low Stock
FLP1163,Inalsa Mattress Ultra,Inalsa,Home & Kitchen,Bedding,54621.0,64260.0,15,4.0,383,In Stock,PrimeSeller,5,34.9,Available
FLP1164,Apple TWS Pro,Apple,Electronics,Headphones,8370.0,13950.0,40,4.3,47,In Stock,BestDeals,2,57.3,Available
FLP1165,Harper Collins Textbook Max,Harper Collins,Books,Educational,884.0,1360.0,35,4.2,901,In Stock,EliteSeller,3,44.5,Available
FLP1166,FabIndia T-Shirt,FabIndia,Fashion,Men's Clothing,4040.0,4040.0,0,3.9,193,In Stock,SmartBuy,2,38.7,Available
FLP1167,Cello Cushion 67,Cello,Home & Kitchen,Decor,13329.0,14810.0,10,4.1,103,In Stock,TechZone,3,9.9,Available
FLP1168,Scholastic Graphic Novel 10,Scholastic,Books,Comics,757.5,1010.0,25,5.0,20,In Stock,TopBrands,2,100.0,Available
FLP1169,Rupa Manga 14,Rupa,Books,Comics,714.0,840.0,15,3.9,446,In Stock,ShopKart,7,83.4,Available
FLP1170,SS Cricket Ball 15,SS,Sports,Cricket,6099.0,6420.0,5,3.3,565,In Stock,BestDeals,7,52.9,Available
FLP1171,Philips Juicer 51,Philips,Home & Kitchen,Kitchen Appliances,32448.0,40560.0,20,4.1,8,In Stock,SmartBuy,3,100.0,Available
FLP1172,LG Fitness Band 90,LG,Electronics,Smartwatches,29640.0,37050.0,20,3.8,358,In Stock,MegaMart,5,90.2,Available
FLP1173,Cello Candle,Cello,Home & Kitchen,Decor,47227.5,62970.0,25,3.7,128,In Stock,FlashSale,2,45.7,Available
FLP1174,Barbie Car Lite,Barbie,Toys,Action Figures,4398.0,7330.0,40,3.3,518,In Stock,TechZone,3,75.8,Available
FLP1175,Britannia Milk Ultra,Britannia,Groceries,Dairy,697.0,820.0,15,4.5,95,In Stock,DailyDeals,1,71.2,Available
FLP1176,Havells Bed Sheet Plus,Havells,Home & Kitchen,Bedding,52215.0,69620.0,25,3.4,587,In Stock,ShopKart,2,100.0,Available
FLP1177,Oxford Workbook 75,Oxford,Books,Educational,261.0,870.0,70,3.7,244,In Stock,TechZone,2,86.9,Available
FLP1178,Yonex Yoga Mat Ultra,Yonex,Sports,Yoga,20595.0,27460.0,25,3.8,1380,Limited Stock,ShopKart,5,70.6,Low Stock
FLP1179,Scholastic Leadership Max,Scholastic,Books,Self Help,314.5,370.0,15,2.9,73,In Stock,DailyDeals,5,90.9,Available
FLP1180,Scholastic Reference Pro,Scholastic,Books,Educational,847.5,1130.0,25,4.4,208,In Stock,RetailWorld,7,92.9,Available
FLP1181,Lego Ludo 74,Lego,Toys,Board Games,4312.0,6160.0,30,4.5,60,In Stock,RetailWorld,2,86.5,Available
FLP1182,Neutrogena Toothbrush,Neutrogena,Beauty,Personal Care,3330.0,3330.0,0,4.8,1293,In Stock,MegaMart,3,66.1,Available
FLP1183,SG Yoga Strap,SG,Sports,Yoga,3306.0,3480.0,5,3.4,1049,In Stock,PrimeSeller,2,62.7,Available
FLP1184,Kissan Rice 21,Kissan,Groceries,Staples,156.0,390.0,60,4.1,149,Out of Stock,ValueStore,5,95.0,Sold Out
FLP1185,Prestige Mixer Grinder,Prestige,Home & Kitchen,Kitchen Appliances,53561.0,56380.0,5,3.2,539,Out of Stock,BestDeals,3,65.0,Sold Out
FLP1186,MDH Organic Ghee,MDH,Groceries,Organic,408.5,430.0,5,3.7,849,In Stock,ShopKart,5,50.1,Available
FLP1187,Vivo Watch Pro,Vivo,Electronics,Smartwatches,111752.0,139690.0,20,4.2,405,Out of Stock,EliteSeller,3,77.6,Sold Out
FLP1188,Tata Namkeen 86,Tata,Groceries,Snacks,847.5,1130.0,25,4.6,377,Out of Stock,RetailWorld,2,72.1,Sold Out
FLP1189,Neutrogena Perfume,Neutrogena,Beauty,Fragrances,732.0,1220.0,40,4.6,138,In Stock,SuperStore,5,57.3,Available
